DrugID,Smiles,Description,Targets,Targets_DrugBank,Smile
DB01238,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,"Aripiprazole is an atypical antipsychotic orally indicated for the treatment of schizophrenia, bipolar I, major depressive disorder, irritability associated with autism, and Tourette's.[L45859] It is also indicated as an injection for agitation associated with schizophrenia or bipolar mania.[L45859] Aripiprazole exerts its effects through agonism of dopaminergic and 5-HT1A receptors and antagonism of alpha-adrenergic and 5-HT2A receptors.[L45859,A4393] Aripiprazole was given FDA approval on November 15, 2002.[L6136]",P14416|P28223|P08908|P35348|P35368|P35462|P28221|P34969|P08913|P18825|P35367|P28222|P28335|P46098|P50406|P21728|P21917|P18089|P28566|P21918|P41595|P47898|P08588|P07550|P25021|Q9Y5N1|Q9H3N8|P11229|P08172|P20309|P08173|P08912|P41145|P35372|P41143|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|Q01959|P31645,BE0000756|BE0000451|BE0000291|BE0000501|BE0000575|BE0000581|BE0000659|BE0000650|BE0000289|BE0000342|BE0000442|BE0000797|BE0000533|BE0000311|BE0000945|BE0000020|BE0000389|BE0000572|BE0000476|BE0000145|BE0000393|BE0004688|BE0000172|BE0000694|BE0000112|BE0000968|BE0000146|BE0000092|BE0000560|BE0000045|BE0000405|BE0000247|BE0000632|BE0000770|BE0000420|BE0004852|BE0000647|BE0000749,18|34|41|64|73|83|85|99|109|113|114|139|236|241|246|250|298|303|307|326|328|351|370|371|385|412|413|424|448|450|465|485|503|538|564|621|623|642|679|716|717|737|743|745|752|775|783|824|846|852|868|879
DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,"Levacetylmethadol is a narcotic analgesic with a long onset and duration of action. It is used mainly in the treatment of narcotic dependence. Levacetylmethadol was withdrawn from use in the European Union due to its high risk of QT interval prolongation. The production of levacetylmethadol in the US has ceased as well.[L44052,T862]",P35372|P30926|P32297,BE0000770|BE0003584|BE0003585,2|45|60|67|114|170|194|278|298|339|366|395|418|424|477|482|544|545|550|564|679|704|716|717|732|753|761|775|803|805|816|849|855|856|858|870|876
DB01202,CC[C@H](N1CCCC1=O)C(N)=O,"Levetiracetam is a drug within the pyrrolidine class that is used to treat various types of seizures stemming from epileptic disorders. It was first approved for use in the United States in 1999 and is structurally and mechanistically unrelated to other anti-epileptic drugs (AEDs).[L8606,L8600,L8615] Levetiracetam possesses a wide therapeutic index[L8615,A185918] and little-to-no potential to produce, or be subject to, pharmacokinetic interactions[L8606,L8600,L8615] - these characteristics make it a desirable choice over other AEDs, a class of drugs notorious for having generally narrow therapeutic indexes and a propensity for involvement in drug interactions.[A185927]",Q00975|Q7L0J3,BE0002226|BE0000993,45|73|109|113|170|222|285|286|335|365|391|417|424|452|464|465|524|545|586|597|618|668|716|717|732|737|775|806|816
DB04841,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,"Flunarizine is a selective calcium entry blocker with calmodulin binding properties and histamine H1 blocking activity. It is effective in the prophylaxis of migraine, occlusive peripheral vascular disease, vertigo of central and peripheral origin, and as an adjuvant in the therapy of epilepsy.",O43497|O95180|Q9P0X4|P0DP23|P35367,BE0000483|BE0000864|BE0000012|BE0000418|BE0000442,21|40|73|84|109|114|116|125|139|157|170|203|220|226|255|328|343|395|399|424|441|482|504|514|536|543|564|609|679|693|708|716|727|737|758|817|835
DB00652,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,"The first mixed agonist-antagonist analgesic to be marketed. It is an agonist at the kappa and sigma opioid receptors and has a weak antagonist action at the mu receptor. (From AMA Drug Evaluations Annual, 1991, p97)",Q99720|P35372|P41145,BE0000156|BE0000770|BE0000632,16|26|31|45|73|89|94|95|109|114|116|144|178|200|226|237|246|307|310|323|336|342|366|413|424|456|458|488|504|559|621|623|679|701|704|711|714|716|737|775|803|810|846|859
DB00295,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,"Morphine, the main alkaloid of opium, was first obtained from poppy seeds in 1805.[A176035] It is a potent analgesic, though its use is limited due to tolerance, withdrawal, and the risk of abuse.[A176050] Morphine is still routinely used today, though there are a number of semi-synthetic opioids of varying strength such as [codeine], [fentanyl], [methadone], [hydrocodone], [hydromorphone], [meperidine], and [oxycodone]. Morphine was granted FDA approval in 1941.[L12114]",P35372|P41145|P41143|Q9Y6Y9,BE0000770|BE0000632|BE0000420|BE0004024,15|16|48|73|105|109|114|178|234|246|257|274|307|336|413|419|424|456|462|471|478|488|519|522|524|526|563|597|622|631|661|663|679|701|702|707|737|767|775|801|810|852|859|860
DB01189,FC(F)OC(F)C(F)(F)F,"Desflurane, or I-653, a a volatile anesthetic that is more rapidly cleared and less metabolized than previous inhaled anesthetics such as [methoxyflurane], [sevoflurane], [enflurane], or [isoflurane].[A226390,A39015,A226893]. It was developed in the late 1980s out of a need for a more rapidly acting and rapidly cleared inhaled anesthetic.[A226883,A226888] Desflurane was granted FDA approval on 18 September 1992.[L30285]",P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P23415|P42261|Q09470|P03886|P98194|O75185|P20020|Q01814|Q16720|P23634|O14983|P16615|P30049,BE0004797|BE0000433|BE0000640|BE0000781|BE0000503|BE0010002|BE0000484,84|170|228|290|298|311|317|376|632|659|753|780|841|855
DB00408,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,An antipsychotic agent used in schizophrenia. [PubChem],P28223|P14416|P28335|P08908|P28222|P28221|P28566|P46098|P47898|P50406|P34969|P35348|P35368|P08913|P18089|P18825|P08588|P11229|P08172|P20309|P08173|P08912|P21728|P21918|P35462|P21917|P21918|P35367|P25021|Q9H3N8|P31645|P23975|Q01959|P21728,BE0000451|BE0000756|BE0000533|BE0000291|BE0000797|BE0000659|BE0000476|BE0000311|BE0004688|BE0000945|BE0000650|BE0000501|BE0000575|BE0000289|BE0000572|BE0000342|BE0000172|BE0000092|BE0000560|BE0000045|BE0000405|BE0000247|BE0004889|BE0000581|BE0000389|BE0000145|BE0000442|BE0000112|BE0000146|BE0000749|BE0000486|BE0000647|BE0000020,8|40|73|82|104|109|114|203|225|245|286|289|303|306|332|343|369|370|380|388|424|428|478|482|485|502|563|564|639|642|649|672|678|679|737|775|801|804|835|846|862
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,"Butabarbital, or Butisol, is a fast onset barbiturate with short duration of action compared to other barbiturates.[A201977,L13613] This makes butabarbital a useful drug for treating severe insomnia and pre-operative anxiety.[A201977,L13613] Butabarbital is less commonly used in recent years, as more patients are typically prescribed benzodiazepines.[A19735] Its short duration of action gives butabarbital a high abuse potential, comparable to [secobarbital].[A201977,A201980] Butabarbital was granted FDA approval on 5 June 1939.[L13613]",P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|Q9GZZ6|Q15822|P32297|P43681|P30532|Q15825|P36544|Q9UGM1|P17787|Q05901|P30926|P42261|P42262|P42263|P48058|P39086|Q13002|Q13003|Q16099|Q16478,BE0004797|BE0009927|BE0000640|BE0000829|BE0000831|BE0000830|BE0000346|BE0000826|BE0000832|BE0000827|BE0000828,64|74|83|85|105|113|170|209|236|281|388|393|424|544|545|593|598|716|717|732|764|775|777|859
DB01235,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].",P21728|P21918|P14416|P35462|P21917,BE0000020|BE0000145|BE0000756|BE0000581|BE0000389,7|16|34|45|52|114|156|170|234|308|330|333|378|407|424|456|534|599|679|702|716|717|726|806|808|809|816|846
DB01624,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,"Zuclopenthixol, also known as Zuclopentixol or Zuclopenthixolum, is an antipsychotic agent. Zuclopenthixol is a thioxanthene-based neuroleptic with therapeutic actions similar to the phenothiazine antipsychotics. It is an antagonist at D1 and D2 dopamine receptors. Major brands of zuclopenthixol are Cisordinol, Acuphase, and Clopixol. This drug is a liquid. This compound belongs to the thioxanthenes. These are organic polycyclic compounds containing a thioxanthene moiety, which is an aromatic tricycle derived from xanthene by replacing the oxygen atom with a sulfur atom. Known drug targets of zuclopenthixol include 5-hydroxytryptamine receptor 2A, D(1B) dopamine receptor, D(2) dopamine receptor, D(1A) dopamine receptor, and alpha-1A adrenergic receptor. It is known that zuclopenthixol is metabolized by Cytochrome P450 2D6. Zuclopenthixol was approved for use in Canada in 2011, but is not approved for use in the United States.",P21728|P21918|P14416|P35348|P08913|P28223|P35367,BE0000020|BE0000145|BE0000756|BE0000501|BE0000289|BE0000451|BE0000442,73|109|111|114|127|128|139|150|187|237|238|286|303|306|328|337|347|381|399|413|424|456|463|464|482|483|485|502|504|506|512|564|639|679|716|737|739|775|778|807|818|846|853|862
DB00679,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,"A phenothiazine antipsychotic used in the management of psychoses, including schizophrenia, and in the control of severely disturbed or agitated behavior. It has little antiemetic activity. Thioridazine has a higher incidence of antimuscarinic effects, but a lower incidence of extrapyramidal symptoms, than chlorpromazine. (From Martindale, The Extra Pharmacopoeia, 30th ed, p618). Thioridazine was withdrawn worldwide in 2005 due to its association with cardiac arrythmias.",P14416|P21728|P35348|P35368|P28223|Q12809,BE0000756|BE0000020|BE0000501|BE0000575|BE0000451|BE0000090,19|29|49|73|109|114|127|141|153|187|237|238|318|335|337|347|409|424|447|448|478|482|515|541|542|561|564|565|586|608|611|622|636|679|716|717|737|744|775|778|783|797|807|810|846|852
DB00281,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,"Ever since its discovery and availability for sale and use in the late 1940s, lidocaine has become an exceptionally commonly used medication [T583]. In particular, lidocaine's principal mode of action in acting as a local anesthetic that numbs the sensations of tissues means the agent is indicated for facilitating local anesthesia for a large variety of surgical procedures [F4349, L5930, L5948]. It ultimately elicits its numbing activity by blocking sodium channels so that the neurons of local tissues that have the medication applied on are transiently incapable of signaling the brain regarding sensations [F4349, L5930, L5948]. In doing so, however, it can block or decrease muscle contractile, resulting in effects like vasodilation, hypotension, and irregular heart rate, among others [F4349, L5930, L5948]. As a result, lidocaine is also considered a class Ib anti-arrhythmic agent [L5930, L5948, F4468]. Nevertheless, lidocaine's local anesthetic action sees its use in many medical situations or circumstances that may benefit from its action, including the treatment of premature ejaculation [A177625]. Regardless, lidocaine is currently available as a relatively non-expensive generic medication that is written for in millions of prescriptions internationally on a yearly basis. It is even included in the World Health Organization's List of Essential Medicines [L6055].",Q9Y5Y9|Q15858|Q14524|P00533|P35499|P02763|P19652,BE0000177|BE0001143|BE0000197|BE0000767|BE0002083|BE0000925|BE0003663,45|114|149|269|367|412|424|478|545|564|631|659|664|679|694|713|716|717|730|753|767|775|784|813|816|828|862|876
DB00721,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,"A local anesthetic of the ester type that has a slow onset and a short duration of action. It is mainly used for infiltration anesthesia, peripheral nerve block, and spinal block. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1016). Procaine has also been investigated as an oral entry inhibitor in treatment-experienced HIV patients [L1215].",Q9Y5Y9|Q8TCU5|P46098|Q01959|Q15822|Q12791|Q16558|Q9Y691|Q9NPA1|Q86W47|O15554|Q92952|Q9H2S1|Q9UGI6|P47712|Q86U10|P21397|P27338|P26358|Q9Y6K1,BE0000177|BE0000641|BE0000311|BE0000647|BE0000738|BE0004906|BE0000657|BE0009743|BE0004909|BE0000892|BE0009880,45|69|90|114|138|144|146|197|239|269|298|388|424|463|482|499|527|545|623|631|679|716|717|753|775|784|790|806|816|838
DB01198,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,Zopiclone is a novel hypnotic agent used in the treatment of insomnia. Its mechanism of action is based on modulating benzodiazepine receptors. In addition to zopiclone's benzodiazepine pharmacological properties it also has some barbiturate-like properties.,P14867|P47869|P34903|P31644|P30536,BE0000795|BE0000381|BE0000523|BE0000471|BE0000736,8|36|40|45|73|97|109|113|114|115|138|207|222|228|243|245|295|298|303|330|343|371|373|405|424|430|469|478|485|502|505|509|521|558|564|614|620|672|679|685|717|737|768|769|775|810|816|836|837|862
DB01219,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,"Chemically, dantrolene is a hydantoin derivative, but does not exhibit antiepileptic activity like other hydantoin derivates such as phenytoin.",P21817,BE0000739,4|40|77|83|87|109|113|114|117|146|156|157|209|215|236|308|332|333|377|394|424|429|452|472|481|501|504|510|553|563|564|572|588|612|668|671|679|696|717|734|737|777|782|845
DB00450,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,"A butyrophenone with general properties similar to those of haloperidol. It is used in conjunction with an opioid analgesic such as fentanyl to maintain the patient in a calm state of neuroleptanalgesia with indifference to surroundings but still able to cooperate with the surgeon. It is also used as a premedicant, as an antiemetic, and for the control of agitation in acute psychoses. (From Martindale, The Extra Pharmacopoeia, 29th ed, p593)",P35348|P14416,BE0000501|BE0000756,18|45|58|73|74|84|109|113|114|117|149|154|157|199|206|214|219|220|230|236|295|328|424|427|428|434|465|482|493|495|539|564|597|625|657|664|679|693|716|717|727|735|737|752|775|778|780|801|816|817|827|838
DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"Amitriptyline is a tricyclic antidepressant that has been used to treat depression for decades. ELAVIL, a previously approved branded product of amitriptyline, was first approved by the FDA in 1961.[A259342] Amitriptyline has been investigated in the treatment of pain-related conditions, attributed to its analgesic properties.[A174661]",P23975|P31645|P28223|P08908|P41143|P41145|P04629|Q16620|P35348|P25100|P08913|P35367|O43526|Q09470|P25021|Q9H3N8|Q99720|P28335|P35368|P34969|P28221|P35372|P28222|P50406|O43525|P08909|P11229|P08172|P20309|P08173|P08912|Q12809|Q9H252|Q9NS40,BE0000486|BE0000749|BE0000451|BE0000291|BE0000420|BE0000632|BE0001039|BE0003605|BE0000501|BE0000715|BE0000289|BE0000442|BE0000897|BE0000781|BE0000112|BE0000146|BE0000156|BE0000533|BE0000575|BE0000650|BE0000659|BE0000770|BE0000797|BE0000945|BE0002398|BE0004882|BE0004890|BE0009629,114|138|139|150|241|306|307|382|424|463|464|465|482|483|485|504|506|512|564|633|643|679|704|716|718|737|753|775|876
DB01463,CCNC1C2CCC(C2)C1C1=CC=CC=C1,"Fencamfamin (Glucoenergan, Reactivan) is a stimulant which was developed in the 1960s as an appetite suppressant, but was later withdrawn for this application due to problems with dependence and abuse. It is around half the potency of [dexamphetamine], and is prescribed at a dose of 10-60mg, although abusers of the drug tend to rapidly develop tolerance and escalate their dose. Fencamfamin is used for treating depressive day-time fatigue, lack of concentration and lethargy. It is especially useful in patients with chronic conditions due to its favourable safety profile.",Q01959,BE0000647,52|76|114|121|167|192|297|313|341|395|409|424|437|478|482|499|545|564|612|679|701|702|716|737|775|793|810|838|857|859
